Date,variable,value
9/1/80,Household appliances,-0.752475248
9/1/80,Household tableware,8.498145859
9/1/80,House and gardening tools,5.980333133
9/1/80,Audio-visual equipment,1.405400424
9/1/80,Sporting equipment and guns,12.03175391
9/1/80,Sports and recreational vehicles,-14.24640511
9/1/80,Recreational books,11.36363636
9/1/80,Musical instruments,-3.993203059
9/1/80,Jewelry and watches,6.029967995
9/1/80,Therapeutic equipment,14.46471752
9/1/80,Educational books,11.49425287
9/1/80,Personal items (e.g. Luggage),-8.107136437
9/1/80,Food and beverages*,9.859206475
9/1/80,Alcoholic beverages*,9.155519918
9/1/80,Animal feeds/Farm supplies,-11.85076811
9/1/80,Clothing and footwear,5.9352353
9/1/80,"Motor vehicle (lubricants, oil, etc.)",21.28872087
9/1/80,Fuel oil,-1.465755225
9/1/80,Medical products,11.90222538
9/1/80,Recreational items,8.485955472
9/1/80,Household supplies,12.53281589
9/1/80,Personal care products,8.329501035
9/1/80,Tobacco,9.651168818
9/1/80,"Magazines, newspapers, and stationery",9.60780748
9/1/80,Housing expenditure,13.04782499
9/1/80,Household utilities,23.52727008
9/1/80,Health care,15.67288717
9/1/80,Motor vehicle services,5.829676726
9/1/80,Public transportation,15.56516368
9/1/80,Membership clubs,10.33772429
9/1/80,Audio-visual services,10.70193286
9/1/80,Gambling,12.02794876
9/1/80,Other recreational services,9.719438878
9/1/80,Food services,9.450837639
9/1/80,Accommodations,10.99805153
9/1/80,Financial services,11.01494169
9/1/80,Insurance,0.808480895
9/1/80,Communication services,7.182753218
9/1/80,Education services,12.76099925
9/1/80,Professional and other services,8.490440492
9/1/80,Personal care services,6.393606394
9/1/80,Social services,17.42000167
9/1/80,Household maintenance,2.226345083
9/1/80,Nonprofit Institution,17.73085238
9/1/80,Overall Average,9.424102609
12/1/80,Motor vehicles (New),-8.053091487
12/1/80,Motor vehicles (Used),8.423253869
12/1/80,Motor vehicle (Parts),8.972028382
12/1/80,Furniture and furnishings,3.746623447
12/1/80,Household appliances,1.886916936
12/1/80,Household tableware,12.39
12/1/80,House and gardening tools,8.36770772
12/1/80,Audio-visual equipment,6.624458824
12/1/80,Sporting equipment and guns,12.36403191
12/1/80,Sports and recreational vehicles,-0.074039796
12/1/80,Recreational books,15.37411872
12/1/80,Musical instruments,2.164502165
12/1/80,Jewelry and watches,14.8278842
12/1/80,Therapeutic equipment,15.56822983
12/1/80,Educational books,15.52147239
12/1/80,Personal items (e.g. Luggage),-5.808676711
12/1/80,Food and beverages*,8.742551984
12/1/80,Alcoholic beverages*,9.783383212
12/1/80,Animal feeds/Farm supplies,-11.59851301
12/1/80,Clothing and footwear,7.77454034
12/1/80,"Motor vehicle (lubricants, oil, etc.)",14.15584416
12/1/80,Fuel oil,-1.786296369
12/1/80,Medical products,15.57786029
12/1/80,Recreational items,9.955096971
12/1/80,Household supplies,11.90188098
12/1/80,Personal care products,9.370251562
12/1/80,Tobacco,10.11149755
12/1/80,"Magazines, newspapers, and stationery",9.426465507
12/1/80,Housing expenditure,12.90865783
12/1/80,Household utilities,21.7548347
12/1/80,Health care,17.38913897
12/1/80,Motor vehicle services,5.326708649
12/1/80,Public transportation,11.22318964
12/1/80,Membership clubs,12.12505951
12/1/80,Audio-visual services,13.21972371
12/1/80,Gambling,19.6460757
12/1/80,Other recreational services,10.19747491
12/1/80,Food services,8.380948818
12/1/80,Accommodations,12.61696658
12/1/80,Financial services,13.99085179
12/1/80,Insurance,18.03999331
12/1/80,Communication services,8.492218554
12/1/80,Education services,12.68255188
12/1/80,Professional and other services,11.05062602
12/1/80,Personal care services,3.343465046
12/1/80,Social services,19.32017195
12/1/80,Household maintenance,3.64737153
12/1/80,Nonprofit Institution,16.50378829
12/1/80,Overall Average,10.68490999
3/1/81,Motor vehicles (New),3.838565022
3/1/81,Motor vehicles (Used),5.659349214
3/1/81,Motor vehicle (Parts),10.7063704
3/1/81,Furniture and furnishings,5.091979794
3/1/81,Household appliances,3.015873016
3/1/81,Household tableware,11.04782481
3/1/81,House and gardening tools,10.51912568
3/1/81,Audio-visual equipment,9.678470057
3/1/81,Sporting equipment and guns,7.791902072
3/1/81,Sports and recreational vehicles,-3.303787268
3/1/81,Recreational books,11.29427489
3/1/81,Musical instruments,6.255506608
3/1/81,Jewelry and watches,4.003423981
3/1/81,Therapeutic equipment,22.46950567
3/1/81,Educational books,11.41141141
3/1/81,Personal items (e.g. Luggage),-2.845140348
3/1/81,Food and beverages*,7.814757635
3/1/81,Alcoholic beverages*,7.175162376
3/1/81,Animal feeds/Farm supplies,-6.872586873
3/1/81,Clothing and footwear,10.67861384
3/1/81,"Motor vehicle (lubricants, oil, etc.)",14.46072432
3/1/81,Fuel oil,-3.83402699
3/1/81,Medical products,14.23206278
3/1/81,Recreational items,10.47030393
3/1/81,Household supplies,12.07094231
3/1/81,Personal care products,9.617185348
3/1/81,Tobacco,9.397039833
3/1/81,"Magazines, newspapers, and stationery",9.559727344
3/1/81,Housing expenditure,13.09947186
3/1/81,Household utilities,11.29370172
3/1/81,Health care,17.83612411
3/1/81,Motor vehicle services,9.638937951
3/1/81,Public transportation,9.068240802
3/1/81,Membership clubs,12.18454869
3/1/81,Audio-visual services,14.92668622
3/1/81,Gambling,20.95011876
3/1/81,Other recreational services,12.88167939
3/1/81,Food services,10.84215277
3/1/81,Accommodations,14.21206914
3/1/81,Financial services,2.942178319
3/1/81,Insurance,24.74345755
3/1/81,Communication services,7.862159072
3/1/81,Education services,12.59275717
3/1/81,Professional and other services,13.63259554
3/1/81,Personal care services,3.203867124
3/1/81,Social services,16.68187348
3/1/81,Household maintenance,6.579920154
3/1/81,Nonprofit Institution,14.77192487
3/1/81,Overall Average,10.77552632
6/1/81,Motor vehicles (New),22.05757924
6/1/81,Motor vehicles (Used),30.83461434
6/1/81,Motor vehicle (Parts),8.876346845
6/1/81,Furniture and furnishings,8.539514102
6/1/81,Household appliances,4.690558143
6/1/81,Household tableware,14.65104929
6/1/81,House and gardening tools,11.37477937
6/1/81,Audio-visual equipment,9.780926021
6/1/81,Sporting equipment and guns,9.053497942
6/1/81,Sports and recreational vehicles,15.82193317
6/1/81,Recreational books,14.25746924
6/1/81,Musical instruments,6.165004533
6/1/81,Jewelry and watches,14.5532634
6/1/81,Therapeutic equipment,13.09981778
6/1/81,Educational books,14.38721137
6/1/81,Personal items (e.g. Luggage),-4.733384853
6/1/81,Food and beverages*,7.645271868
6/1/81,Alcoholic beverages*,7.965855798
6/1/81,Animal feeds/Farm supplies,-1.528559936
6/1/81,Clothing and footwear,11.79453022
6/1/81,"Motor vehicle (lubricants, oil, etc.)",12.01227831
6/1/81,Fuel oil,6.427183165
6/1/81,Medical products,14.71134922
6/1/81,Recreational items,14.86398056
6/1/81,Household supplies,11.81074725
6/1/81,Personal care products,10.62880766
6/1/81,Tobacco,10.47909999
6/1/81,"Magazines, newspapers, and stationery",11.93553898
6/1/81,Housing expenditure,13.11937821
6/1/81,Household utilities,15.30410404
6/1/81,Health care,20.12614679
6/1/81,Motor vehicle services,9.723649819
6/1/81,Public transportation,8.543120008
6/1/81,Membership clubs,14.1535333
6/1/81,Audio-visual services,14.92354163
6/1/81,Gambling,28.01610655
6/1/81,Other recreational services,14.94650724
6/1/81,Food services,11.27308243
6/1/81,Accommodations,20.52005644
6/1/81,Financial services,9.245307957
6/1/81,Insurance,16.27248501
6/1/81,Communication services,13.6752419
6/1/81,Education services,11.51057402
6/1/81,Professional and other services,14.56574558
6/1/81,Personal care services,3.721112417
6/1/81,Social services,15.89490492
6/1/81,Household maintenance,6.100757135
6/1/81,Nonprofit Institution,13.62233303
6/1/81,Overall Average,12.4830251
9/1/81,Motor vehicles (New),17.24962741
9/1/81,Motor vehicles (Used),25.81190798
9/1/81,Motor vehicle (Parts),12.13924262
9/1/81,Furniture and furnishings,5.75890411
9/1/81,Household appliances,3.524873637
9/1/81,Household tableware,14.7346435
9/1/81,House and gardening tools,8.824086347
9/1/81,Audio-visual equipment,7.365838142
9/1/81,Sporting equipment and guns,7.008414526
9/1/81,Sports and recreational vehicles,16.50967809
9/1/81,Recreational books,16.09268707
9/1/81,Musical instruments,2.212389381
9/1/81,Jewelry and watches,12.33449955
9/1/81,Therapeutic equipment,7.7011715
9/1/81,Educational books,16.20847652
9/1/81,Personal items (e.g. Luggage),-3.110328638
9/1/81,Food and beverages*,6.011012178
9/1/81,Alcoholic beverages*,9.232361682
9/1/81,Animal feeds/Farm supplies,1.410788382
9/1/81,Clothing and footwear,10.38659893
9/1/81,"Motor vehicle (lubricants, oil, etc.)",12.80819687
9/1/81,Fuel oil,4.075778801
9/1/81,Medical products,14.44967472
9/1/81,Recreational items,14.05624317
9/1/81,Household supplies,10.15992156
9/1/81,Personal care products,9.71079862
9/1/81,Tobacco,9.331127393
9/1/81,"Magazines, newspapers, and stationery",9.976772481
9/1/81,Housing expenditure,12.78516521
9/1/81,Household utilities,11.68946003
9/1/81,Health care,18.02968976
9/1/81,Motor vehicle services,10.65888193
9/1/81,Public transportation,3.31859482
9/1/81,Membership clubs,13.6091186
9/1/81,Audio-visual services,15.19941187
9/1/81,Gambling,29.61092961
9/1/81,Other recreational services,16.01217656
9/1/81,Food services,9.518104604
9/1/81,Accommodations,17.95396918
9/1/81,Financial services,5.289290111
9/1/81,Insurance,5.773453209
9/1/81,Communication services,12.30339042
9/1/81,Education services,9.208894767
9/1/81,Professional and other services,15.63151654
9/1/81,Personal care services,3.496271748
9/1/81,Social services,15.66813719
9/1/81,Household maintenance,6.620689655
9/1/81,Nonprofit Institution,13.16850838
9/1/81,Overall Average,11.01775684
12/1/81,Motor vehicles (New),-4.778789733
12/1/81,Motor vehicles (Used),10.20675822
12/1/81,Motor vehicle (Parts),5.198299521
12/1/81,Furniture and furnishings,-2.845835395
12/1/81,Household appliances,-0.161885644
12/1/81,Household tableware,7.838775692
12/1/81,House and gardening tools,3.969548668
12/1/81,Audio-visual equipment,1.929793922
12/1/81,Sporting equipment and guns,1.94686458
12/1/81,Sports and recreational vehicles,-2.658145781
12/1/81,Recreational books,12.85235561
12/1/81,Musical instruments,-5.423728814
12/1/81,Jewelry and watches,-1.392285983
12/1/81,Therapeutic equipment,4.660939499
12/1/81,Educational books,13.01115242
12/1/81,Personal items (e.g. Luggage),-9.635767971
12/1/81,Food and beverages*,4.985486178
12/1/81,Alcoholic beverages*,8.830401765
12/1/81,Animal feeds/Farm supplies,1.26156434
12/1/81,Clothing and footwear,6.844538912
12/1/81,"Motor vehicle (lubricants, oil, etc.)",12.56478321
12/1/81,Fuel oil,1.984732824
12/1/81,Medical products,11.1490387
12/1/81,Recreational items,12.03840473
12/1/81,Household supplies,8.614305842
12/1/81,Personal care products,7.605227951
12/1/81,Tobacco,8.606995216
12/1/81,"Magazines, newspapers, and stationery",6.162184918
12/1/81,Housing expenditure,11.99346254
12/1/81,Household utilities,11.6719422
12/1/81,Health care,14.79366219
12/1/81,Motor vehicle services,7.440623114
12/1/81,Public transportation,1.918854415
12/1/81,Membership clubs,9.12007549
12/1/81,Audio-visual services,15.18525116
12/1/81,Gambling,24.29471378
12/1/81,Other recreational services,15.65804935
12/1/81,Food services,6.435135252
12/1/81,Accommodations,11.57779401
12/1/81,Financial services,5.989099838
12/1/81,Insurance,-6.901716321
12/1/81,Communication services,15.3382805
12/1/81,Education services,10.30414894
12/1/81,Professional and other services,9.864253394
12/1/81,Personal care services,5.26082131
12/1/81,Social services,13.28307425
12/1/81,Household maintenance,5.071947571
12/1/81,Nonprofit Institution,13.23594094
12/1/81,Overall Average,7.782904283
3/1/82,Motor vehicles (New),-1.816925517
3/1/82,Motor vehicles (Used),10.3956384
3/1/82,Motor vehicle (Parts),0.980442482
3/1/82,Furniture and furnishings,-5.099732675
3/1/82,Household appliances,-3.980482794
3/1/82,Household tableware,9.453484259
3/1/82,House and gardening tools,3.107893343
3/1/82,Audio-visual equipment,-1.366085444
3/1/82,Sporting equipment and guns,4.607993012
3/1/82,Sports and recreational vehicles,8.302083333
3/1/82,Recreational books,12.48999199
3/1/82,Musical instruments,-10.44776119
3/1/82,Jewelry and watches,-2.342513454
3/1/82,Therapeutic equipment,3.651930806
3/1/82,Educational books,12.61455526
3/1/82,Personal items (e.g. Luggage),-8.785377358
3/1/82,Food and beverages*,4.181104711
3/1/82,Alcoholic beverages*,8.141637846
3/1/82,Animal feeds/Farm supplies,-2.155887231
3/1/82,Clothing and footwear,4.638436365
3/1/82,"Motor vehicle (lubricants, oil, etc.)",-1.314704115
3/1/82,Fuel oil,-1.259016393
3/1/82,Medical products,10.70710045
3/1/82,Recreational items,10.38660553
3/1/82,Household supplies,7.084625468
3/1/82,Personal care products,5.889151299
3/1/82,Tobacco,6.020157995
3/1/82,"Magazines, newspapers, and stationery",3.620786374
3/1/82,Housing expenditure,10.82375659
3/1/82,Household utilities,22.77192776
3/1/82,Health care,12.51221181
3/1/82,Motor vehicle services,1.99123224
3/1/82,Public transportation,-0.074651239
3/1/82,Membership clubs,10.78296071
3/1/82,Audio-visual services,13.46431913
3/1/82,Gambling,21.75962294
3/1/82,Other recreational services,11.43984221
3/1/82,Food services,3.77104489
3/1/82,Accommodations,8.443225064
3/1/82,Financial services,11.61434421
3/1/82,Insurance,-0.617952099
3/1/82,Communication services,14.68414996
3/1/82,Education services,10.04775248
3/1/82,Professional and other services,7.612620828
3/1/82,Personal care services,0.806056315
3/1/82,Social services,12.46578913
3/1/82,Household maintenance,1.852108768
3/1/82,Nonprofit Institution,13.30749354
3/1/82,Overall Average,6.810133349
6/1/82,Motor vehicles (New),10.27550658
6/1/82,Motor vehicles (Used),0.476881609
6/1/82,Motor vehicle (Parts),6.487590324
6/1/82,Furniture and furnishings,-3.262323762
6/1/82,Household appliances,-2.720474471
6/1/82,Household tableware,7.68772348
6/1/82,House and gardening tools,4.70153196
6/1/82,Audio-visual equipment,3.085206393
6/1/82,Sporting equipment and guns,0.649895178
6/1/82,Sports and recreational vehicles,0.997192371
6/1/82,Recreational books,12.68986733
6/1/82,Musical instruments,-6.063193851
6/1/82,Jewelry and watches,-2.249539029
6/1/82,Therapeutic equipment,8.342284282
6/1/82,Educational books,12.78467909
6/1/82,Personal items (e.g. Luggage),-6.611235044
6/1/82,Food and beverages*,4.216796521
6/1/82,Alcoholic beverages*,8.3
6/1/82,Animal feeds/Farm supplies,-6.209150327
6/1/82,Clothing and footwear,2.152010173
6/1/82,"Motor vehicle (lubricants, oil, etc.)",-6.620587459
6/1/82,Fuel oil,-11.33501259
6/1/82,Medical products,10.9040652
6/1/82,Recreational items,5.981932123
6/1/82,Household supplies,6.73656454
6/1/82,Personal care products,4.961156456
6/1/82,Tobacco,4.577974806
6/1/82,"Magazines, newspapers, and stationery",6.608332909
6/1/82,Housing expenditure,9.061901024
6/1/82,Household utilities,12.7743783
6/1/82,Health care,11.09006406
6/1/82,Motor vehicle services,4.823082276
6/1/82,Public transportation,1.313338301
6/1/82,Membership clubs,8.354858822
6/1/82,Audio-visual services,12.10677618
6/1/82,Gambling,15.64239052
6/1/82,Other recreational services,12.70188886
6/1/82,Food services,5.36492129
6/1/82,Accommodations,5.151363104
6/1/82,Financial services,12.61266711
6/1/82,Insurance,7.321914584
6/1/82,Communication services,14.3716228
6/1/82,Education services,10.26434958
6/1/82,Professional and other services,9.906542056
6/1/82,Personal care services,-0.836210617
6/1/82,Social services,10.89053106
6/1/82,Household maintenance,2.037875669
6/1/82,Nonprofit Institution,11.69059916
6/1/82,Overall Average,6.368681696
9/1/82,Motor vehicles (New),-2.355470466
9/1/82,Motor vehicles (Used),7.071793493
9/1/82,Motor vehicle (Parts),1.661211941
9/1/82,Furniture and furnishings,-1.91440858
9/1/82,Household appliances,-2.415521007
9/1/82,Household tableware,6.396359123
9/1/82,House and gardening tools,4.663302593
9/1/82,Audio-visual equipment,5.125275097
9/1/82,Sporting equipment and guns,-1.645111226
9/1/82,Sports and recreational vehicles,-10.31449893
9/1/82,Recreational books,9.485442227
9/1/82,Musical instruments,-3.376623377
9/1/82,Jewelry and watches,-5.545038168
9/1/82,Therapeutic equipment,14.03352354
9/1/82,Educational books,9.561360276
9/1/82,Personal items (e.g. Luggage),-5.269533616
9/1/82,Food and beverages*,4.475179788
9/1/82,Alcoholic beverages*,6.208351165
9/1/82,Animal feeds/Farm supplies,-9.083469722
9/1/82,Clothing and footwear,2.137247553
9/1/82,"Motor vehicle (lubricants, oil, etc.)",-2.454715094
9/1/82,Fuel oil,-9.864119985
9/1/82,Medical products,9.820231989
9/1/82,Recreational items,7.24117295
9/1/82,Household supplies,5.981830459
9/1/82,Personal care products,4.802902056
9/1/82,Tobacco,4.267369968
9/1/82,"Magazines, newspapers, and stationery",7.799456904
9/1/82,Housing expenditure,8.474041065
9/1/82,Household utilities,10.54784399
9/1/82,Health care,10.72630793
9/1/82,Motor vehicle services,2.296536079
9/1/82,Public transportation,4.69337848
9/1/82,Membership clubs,7.619788964
9/1/82,Audio-visual services,13.31365667
9/1/82,Gambling,12.32813932
9/1/82,Other recreational services,11.41432695
9/1/82,Food services,7.508816614
9/1/82,Accommodations,6.424142208
9/1/82,Financial services,16.29447757
9/1/82,Insurance,21.92068174
9/1/82,Communication services,14.54319101
9/1/82,Education services,9.408825978
9/1/82,Professional and other services,10.05657709
9/1/82,Personal care services,0.330878429
9/1/82,Social services,12.07554134
9/1/82,Household maintenance,1.879212909
9/1/82,Nonprofit Institution,11.45075769
9/1/82,Overall Average,6.515094487
12/1/82,Motor vehicles (New),32.93386008
12/1/82,Motor vehicles (Used),10.42352118
12/1/82,Motor vehicle (Parts),8.49148294
12/1/82,Furniture and furnishings,4.317414375
12/1/82,Household appliances,0.350239979
12/1/82,Household tableware,10.17326733
12/1/82,House and gardening tools,7.914923291
12/1/82,Audio-visual equipment,10.07024758
12/1/82,Sporting equipment and guns,-1.382148133
12/1/82,Sports and recreational vehicles,-0.485252141
12/1/82,Recreational books,3.755458515
12/1/82,Musical instruments,0.716845878
12/1/82,Jewelry and watches,0.133562297
12/1/82,Therapeutic equipment,15.15892421
12/1/82,Educational books,3.806390977
12/1/82,Personal items (e.g. Luggage),1.002345916
12/1/82,Food and beverages*,4.554350865
12/1/82,Alcoholic beverages*,4.914268675
12/1/82,Animal feeds/Farm supplies,-10.46511628
12/1/82,Clothing and footwear,3.710845476
12/1/82,"Motor vehicle (lubricants, oil, etc.)",-5.083967128
12/1/82,Fuel oil,-10.83702161
12/1/82,Medical products,10.13910216
12/1/82,Recreational items,6.215828454
12/1/82,Household supplies,6.449861228
12/1/82,Personal care products,5.833970926
12/1/82,Tobacco,10.84594988
12/1/82,"Magazines, newspapers, and stationery",6.265490235
12/1/82,Housing expenditure,7.842487847
12/1/82,Household utilities,10.83712535
12/1/82,Health care,11.81869441
12/1/82,Motor vehicle services,5.470325463
12/1/82,Public transportation,4.186961409
12/1/82,Membership clubs,9.261501211
12/1/82,Audio-visual services,14.86120776
12/1/82,Gambling,10.72058175
12/1/82,Other recreational services,8.001016002
12/1/82,Food services,8.868045366
12/1/82,Accommodations,6.628477905
12/1/82,Financial services,28.37392402
12/1/82,Insurance,26.80116527
12/1/82,Communication services,12.26747786
12/1/82,Education services,8.726809749
12/1/82,Professional and other services,9.201674904
12/1/82,Personal care services,3.637705609
12/1/82,Social services,9.481743227
12/1/82,Household maintenance,2.250847458
12/1/82,Nonprofit Institution,8.598063424
12/1/82,Overall Average,8.66607207
3/1/83,Motor vehicles (New),10.23319791
3/1/83,Motor vehicles (Used),5.565936999
3/1/83,Motor vehicle (Parts),8.204554697
3/1/83,Furniture and furnishings,9.910617551
3/1/83,Household appliances,7.013907462
3/1/83,Household tableware,7.150359538
3/1/83,House and gardening tools,6.833361877
3/1/83,Audio-visual equipment,18.32336875
3/1/83,Sporting equipment and guns,-0.323590814
3/1/83,Sports and recreational vehicles,0.403962682
3/1/83,Recreational books,10.40925267
3/1/83,Musical instruments,8.148148148
3/1/83,Jewelry and watches,7.390599676
3/1/83,Therapeutic equipment,14.00876601
3/1/83,Educational books,11.72809957
3/1/83,Personal items (e.g. Luggage),8.963585434
3/1/83,Food and beverages*,3.097865592
3/1/83,Alcoholic beverages*,5.105184403
3/1/83,Animal feeds/Farm supplies,-9.745762712
3/1/83,Clothing and footwear,3.819378629
3/1/83,"Motor vehicle (lubricants, oil, etc.)",-6.52487978
3/1/83,Fuel oil,-17.77792536
3/1/83,Medical products,13.12885067
3/1/83,Recreational items,6.044207317
3/1/83,Household supplies,5.809822362
3/1/83,Personal care products,7.189294358
3/1/83,Tobacco,15.38626242
3/1/83,"Magazines, newspapers, and stationery",6.491461194
3/1/83,Housing expenditure,7.78524309
3/1/83,Household utilities,5.451605175
3/1/83,Health care,13.10067189
3/1/83,Motor vehicle services,10.2433972
3/1/83,Public transportation,4.561796704
3/1/83,Membership clubs,8.425379952
3/1/83,Audio-visual services,16.65667166
3/1/83,Gambling,11.2688172
3/1/83,Other recreational services,10.08849558
3/1/83,Food services,9.855376534
3/1/83,Accommodations,5.402758508
3/1/83,Financial services,39.6349824
3/1/83,Insurance,19.06572407
3/1/83,Communication services,13.01787648
3/1/83,Education services,10.12730859
3/1/83,Professional and other services,9.724764423
3/1/83,Personal care services,14.23091469
3/1/83,Social services,9.479112347
3/1/83,Household maintenance,4.079547776
3/1/83,Nonprofit Institution,7.354618016
3/1/83,Overall Average,8.461811529
6/1/83,Motor vehicles (New),33.65355168
6/1/83,Motor vehicles (Used),15.4766818
6/1/83,Motor vehicle (Parts),7.395387717
6/1/83,Furniture and furnishings,11.13829787
6/1/83,Household appliances,9.748177601
6/1/83,Household tableware,3.858012491
6/1/83,House and gardening tools,7.231752439
6/1/83,Audio-visual equipment,22.90664898
6/1/83,Sporting equipment and guns,0.989377213
6/1/83,Sports and recreational vehicles,-0.90107362
6/1/83,Recreational books,7.302508104
6/1/83,Musical instruments,11.90909091
6/1/83,Jewelry and watches,8.721076459
6/1/83,Therapeutic equipment,11.63251818
6/1/83,Educational books,10.41762276
6/1/83,Personal items (e.g. Luggage),15.5917481
6/1/83,Food and beverages*,3.48808401
6/1/83,Alcoholic beverages*,5.537280702
6/1/83,Animal feeds/Farm supplies,-8.275261324
6/1/83,Clothing and footwear,9.076980666
6/1/83,"Motor vehicle (lubricants, oil, etc.)",-0.423899221
6/1/83,Fuel oil,-2.727272727
6/1/83,Medical products,13.48459456
6/1/83,Recreational items,10.07525726
6/1/83,Household supplies,7.00841127
6/1/83,Personal care products,9.434580972
6/1/83,Tobacco,13.96373709
6/1/83,"Magazines, newspapers, and stationery",5.459057072
6/1/83,Housing expenditure,8.116802689
6/1/83,Household utilities,11.27826754
6/1/83,Health care,13.15033673
6/1/83,Motor vehicle services,11.93698294
6/1/83,Public transportation,6.959639607
6/1/83,Membership clubs,11.52486642
6/1/83,Audio-visual services,19.37138252
6/1/83,Gambling,14.22742965
6/1/83,Other recreational services,8.549914987
6/1/83,Food services,7.804240013
6/1/83,Accommodations,7.396214411
6/1/83,Financial services,48.42966624
6/1/83,Insurance,-1.859090476
6/1/83,Communication services,11.0620031
6/1/83,Education services,10.67078522
6/1/83,Professional and other services,8.025902669
6/1/83,Personal care services,21.60383004
6/1/83,Social services,9.075506862
6/1/83,Household maintenance,3.658126555
6/1/83,Nonprofit Institution,7.133883944
6/1/83,Overall Average,10.28576051
9/1/83,Motor vehicles (New),38.01648908
9/1/83,Motor vehicles (Used),18.73430437
9/1/83,Motor vehicle (Parts),8.770303888
9/1/83,Furniture and furnishings,16.69439823
9/1/83,Household appliances,12.83739302
9/1/83,Household tableware,3.997511277
9/1/83,House and gardening tools,8.711554447
9/1/83,Audio-visual equipment,26.03566971
